brand,model,car_name,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,brand_normalized,brand_group,brand_raw,model_raw
kia,niro hybrid,Kia Niro Hybrid,94000.0,2019,3,141.0,0,hybrid,1.6,0,1,1,0,0,0,kia,Budget,Kia,Niro Hybrid
toyota,auris hybrid,Toyota Auris Hybrid,65000.0,2018,2,99.0,0,hybrid,1.8,0,1,0,1,0,0,toyota,Budget,Toyota,Auris Hybrid
mitsubishi,attrage,Mitsubishi Atrage,19000.0,2015,5,80.0,0,petrol,1.2,1,1,0,0,0,0,mitsubishi,Other,Mitsubishi,Atrage
honda,accord,Honda Accord,44000.0,2015,3,156.0,0,petrol,2.0,1,1,0,0,0,0,honda,Budget,Honda,Accord
jeep,compass,Jeep Compass,21800.0,2011,4,168.0,1,petrol,2.4,0,1,0,0,0,0,jeep,Other,Jeep,Compass
skoda,kodiaq,Skoda Kodiaq,125000.0,2019,2,150.0,0,diesel,2.0,1,0,0,0,0,0,skoda,Budget,Skoda,Kodiaq
chevrolet,malibu,Chevrolet Malibu,21000.0,2014,2,259.0,0,electric,2.0,1,1,1,0,0,0,chevrolet,Budget,Chevrolet,Malibu
alfa romeo,mito,Alfa Romeo Mito / MITO,45000.0,2016,2,170.0,0,petrol,1.4,1,1,0,1,0,0,alfa romeo,Other,Alfa Romeo,Mito
suzuki,jimny,Suzuki Jimny,35000.0,2008,3,85.0,1,petrol,1.3,1,1,0,0,0,0,suzuki,Budget,Suzuki,Jimny
jeep,grand cherokee,Jeep / Jeep Grand Cherokee,116000.0,2014,3,241.0,1,diesel,3.0,0,0,0,0,0,0,jeep,Other,Jeep,Grand Cherokee
ford,edge,Ford Edge / EDGE,49900.0,2014,3,240.0,0,petrol,2.0,1,1,0,0,0,0,ford,Other,Ford,Edge
mitsubishi,pajero,Mitsubishi Pajero long,125000.0,2014,3,200.0,1,diesel,3.2,1,1,0,0,0,0,mitsubishi,Other,Mitsubishi,Pajero
chevrolet,camaro,Chevrolet Camaro,195000.0,2021,2,275.0,0,electric,2.0,1,1,1,0,0,0,chevrolet,Budget,Chevrolet,Camaro
mitsubishi,pajero,Mitsubishi Pajero short,69000.0,2009,5,170.0,1,diesel,3.2,1,1,0,0,0,0,mitsubishi,Other,Mitsubishi,Pajero
skoda,rapid,Skoda Rapid,27500.0,2013,3,122.0,0,petrol,1.4,1,0,0,1,0,0,skoda,Budget,Skoda,Rapid
ford,explorer,Ford Explorer,73825.0,2012,5,290.0,1,petrol,3.5,1,1,0,0,1,1,ford,Other,Ford,Explorer
dacia,unknown,Dacia stabs,59900.0,2021,1,95.0,0,diesel,1.5,1,0,1,1,0,0,dacia,Budget,Dacia,Unknown
mitsubishi,asx,Mitsubishi ASX,75000.0,2018,2,150.0,0,petrol,2.0,1,1,1,0,0,0,mitsubishi,Other,Mitsubishi,ASX
volkswagen,passat,Volkswagen Passat,67000.0,2017,1,180.0,0,petrol,1.8,0,1,1,1,0,0,volkswagen,Other,Volkswagen,Passat
peugeot,3008,Peugeot 3008,118000.0,2020,1,130.0,0,diesel,1.5,0,1,1,0,1,1,peugeot,Other,Peugeot,3008
ford,tourneo connect,Ford Tourneo Connect long,20000.0,2006,3,90.0,0,diesel,1.8,1,0,0,0,0,0,ford,Other,Ford,Tourneo Connect
chevrolet,captiva,Chevrolet Captiva,9500.0,2012,3,264.0,1,electric,3.0,1,1,0,0,0,0,chevrolet,Budget,Chevrolet,Captiva
chevrolet,malibu,Chevrolet Malibu,37000.0,2014,3,259.0,0,electric,2.0,1,1,1,0,0,0,chevrolet,Budget,Chevrolet,Malibu
nissan,qashqai,Nissan Qashqai,23000.0,2008,5,140.0,0,petrol,2.0,1,1,0,0,0,0,nissan,Budget,Nissan,Qashqai
skoda,superb,Skoda Superb (2019 onwards),5000.0,2021,1,190.0,0,petrol,2.0,0,1,1,0,1,1,skoda,Budget,Skoda,Superb
skoda,octavia,Skoda Octavia,57000.0,2017,3,180.0,0,petrol,1.8,1,1,0,1,0,0,skoda,Budget,Skoda,Octavia
hyundai,ioniq,Hyundai Ioniq,68000.0,2018,2,141.0,0,hybrid,1.6,0,1,1,0,0,0,hyundai,Budget,Hyundai,Ioniq
toyota,corolla,Toyota Corolla,23000.0,2009,3,124.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla
bmw,x2,BMW X2,142300.0,2021,4,136.0,0,petrol,1.5,0,1,1,1,0,0,bmw,Luxury,BMW,X2
kia,seltos,Kia Seltos,120000.0,2021,1,149.0,0,petrol,2.0,1,1,1,0,0,0,kia,Budget,Kia,Seltos
chevrolet,blazer,Chevrolet Blazer (2019 and later),177000.0,2022,2,308.0,1,electric,3.6,0,1,1,0,0,0,chevrolet,Budget,Chevrolet,Blazer
kia,sportage,Kia Sportage,80925.0,2021,1,136.0,0,diesel,1.6,0,0,1,0,0,0,kia,Budget,Kia,Sportage
kia,sorento,Kia Sorento,224000.0,2024,1,180.0,0,petrol,2.5,0,1,1,0,0,0,kia,Budget,Kia,Sorento
jeep,compass,Jeep Compass,99900.0,2018,1,170.0,1,petrol,1.4,0,1,1,0,1,1,jeep,Other,Jeep,Compass
toyota,corolla,Toyota Corolla,52900.0,2016,2,132.0,0,petrol,1.6,1,0,0,1,0,0,toyota,Budget,Toyota,Corolla
toyota,corolla hybrid,Toyota Corolla Hybrid,126031.0,2022,1,98.0,0,hybrid,1.8,0,1,0,1,0,0,toyota,Budget,Toyota,Corolla Hybrid
seat,ateca,Seat Atka,99000.0,2018,1,150.0,0,petrol,1.4,0,1,1,1,0,0,seat,Budget,Seat,Atka
nissan,qashqai,Nissan Qashqai,120000.0,2021,1,160.0,0,petrol,1.3,0,1,1,0,1,1,nissan,Budget,Nissan,Qashqai
fiat,500,Fiat 500,102900.0,2021,2,118.0,0,electric,,0,1,1,1,0,0,fiat,Budget,Fiat,500
hyundai,i30,Hyundai i30,23500.0,2014,6,135.0,0,petrol,1.6,1,1,0,0,0,0,hyundai,Budget,Hyundai,i30
nissan,sentra,Nissan Sentra,59900.0,2019,1,130.0,0,petrol,1.8,1,1,1,0,0,0,nissan,Budget,Nissan,Sentra
alfa romeo,stelvio,Alfa Romeo Stelvio,152600.0,2018,2,280.0,1,petrol,2.0,1,1,1,0,0,0,alfa romeo,Other,Alfa Romeo,Stelvio
volkswagen,tiguan,Volkswagen Tiguan,185000.0,2023,1,190.0,1,petrol,2.0,1,0,0,0,0,0,volkswagen,Other,Volkswagen,Tiguan
hyundai,ioniq,Hyundai Ioniq,83000.0,2018,2,141.0,0,hybrid,1.6,0,1,0,0,1,1,hyundai,Budget,Hyundai,Ioniq
toyota,corolla hybrid,Toyota Corolla Hybrid,94000.0,2021,1,98.0,0,hybrid,1.8,0,1,0,1,0,0,toyota,Budget,Toyota,Corolla Hybrid
ssangyong,rexton,Ssangyong Rexton,185000.0,2021,1,202.0,0,diesel,2.2,0,1,1,0,1,1,ssangyong,Other,SsangYong,Rexton
chevrolet,traverse,Chevrolet Traverse,41000.0,2013,3,281.0,0,electric,3.6,1,0,0,0,0,0,chevrolet,Budget,Chevrolet,Traverse
kia,picanto,Kia Picanto,50000.0,2017,2,85.0,0,petrol,1.2,1,1,1,0,0,0,kia,Budget,Kia,Picanto
hyundai,tucson,Hyundai Tucson,135000.0,2022,1,180.0,0,petrol,1.6,0,1,1,0,1,1,hyundai,Budget,Hyundai,Tucson
toyota,c-hr,Toyota C-HR,90000.0,2017,1,98.0,0,hybrid,1.8,0,0,0,1,1,1,toyota,Budget,Toyota,C-HR
mazda,2,Mazda 2,15800.0,2010,3,103.0,0,petrol,1.5,1,0,0,0,0,0,mazda,Other,Mazda,2
land rover,discovery sport,Land Rover Discovery Sport,160000.0,2017,1,240.0,1,petrol,2.0,1,1,1,0,0,0,land rover,Luxury,Land Rover,Discovery Sport
suzuki,splash,Suzuki Splash,16000.0,2011,2,95.0,0,petrol,1.2,1,0,0,0,0,0,suzuki,Budget,Suzuki,Splash
tesla,model 3,Tesla Model 3,165000.0,2022,2,283.0,0,electric,,0,1,1,1,0,0,tesla,Luxury,Tesla,Model 3
hyundai,ioniq,Hyundai Ioniq,65000.0,2018,2,141.0,0,hybrid,1.6,0,1,1,0,0,0,hyundai,Budget,Hyundai,Ioniq
citroën,c3,Citroen C3,65300.0,2020,1,110.0,0,petrol,1.2,1,1,0,1,0,0,citroen,Other,Citroen,C3
skoda,octavia,Skoda Octavia,115000.0,2021,1,150.0,0,petrol,1.5,1,0,0,0,0,0,skoda,Budget,Skoda,Octavia
hyundai,elantra,Hyundai Elantra (2016 onwards),92000.0,2021,1,127.0,0,petrol,1.6,0,1,1,0,1,1,hyundai,Budget,Hyundai,Elantra
opel,combo,Opel Combo,82000.0,2022,2,131.0,0,petrol,1.2,0,0,1,0,0,0,opel,Other,Opel,Combo
kia,sportage,Kia Sportage,60000.0,2016,3,132.0,0,petrol,1.6,1,1,1,0,0,0,kia,Budget,Kia,Sportage
kia,picanto,Kia Picanto,62500.0,2019,0,84.0,0,petrol,1.2,0,0,1,0,0,0,kia,Budget,Kia,Picanto
nissan,qashqai,Nissan Qashqai,79900.0,2019,1,159.0,0,petrol,1.3,0,1,1,1,0,0,nissan,Budget,Nissan,Qashqai
chevrolet,spark,Chevrolet Spark,55000.0,2021,1,98.0,0,electric,1.4,1,1,1,0,0,0,chevrolet,Budget,Chevrolet,Spark
mitsubishi,asx,Mitsubishi ASX,66000.0,2020,2,150.0,0,petrol,2.0,0,1,1,0,0,0,mitsubishi,Other,Mitsubishi,ASX
mercedes-benz,glc coupe,Mercedes GLC-Class Coupe,199000.0,2017,1,,1,petrol,2.0,0,1,1,0,1,1,mercedes,Luxury,Mercedes,GLC-Class Coupe
skoda,superb,Skoda Superb (2019 onwards),7500.0,2020,2,150.0,0,petrol,1.5,0,1,1,0,1,1,skoda,Budget,Skoda,Superb
kia,sorento,Kia Sorento,122800.0,2018,2,200.0,1,diesel,2.2,0,1,1,0,1,1,kia,Budget,Kia,Sorento
dacia,jogger,Dacia Jogger,88000.0,2022,1,110.0,0,petrol,1.0,0,1,1,1,0,0,dacia,Budget,Dacia,Jogger
toyota,corolla,Toyota Corolla,27500.0,2009,4,124.0,0,petrol,1.6,1,0,0,0,0,0,toyota,Budget,Toyota,Corolla
mazda,3,Mazda 3,2500.0,2009,3,105.0,0,petrol,1.6,1,0,0,0,0,0,mazda,Other,Mazda,3
skoda,octavia,Skoda Octavia,103500.0,2020,2,150.0,0,petrol,1.5,1,0,0,0,0,0,skoda,Budget,Skoda,Octavia
mitsubishi,outlander,Mitsubishi Outlander,60000.0,2014,2,150.0,1,petrol,2.0,1,1,0,1,0,0,mitsubishi,Other,Mitsubishi,Outlander
kia,picanto,Kia Picanto,60000.0,2019,2,84.0,0,petrol,1.2,1,0,1,0,0,0,kia,Budget,Kia,Picanto
cadillac,cts,Cadillac CTS,100000.0,2010,4,564.0,0,petrol,6.2,1,1,0,0,0,0,cadillac,Luxury,Cadillac,CTS
ds,ds 7 crossback,DS / DS DS7 Crossback / Crossback,220000.0,2021,1,200.0,0,hybrid,1.6,1,0,0,1,0,0,ds,Other,DS,DS7 Crossback
nissan,qashqai,Nissan Qashqai,22500.0,2009,2,140.0,0,petrol,2.0,1,1,0,0,0,0,nissan,Budget,Nissan,Qashqai
cupra,formentor,Copra formentor,230000.0,2023,1,310.0,1,petrol,2.0,1,0,1,0,1,1,cupra,Other,Cupra,Formentor
toyota,corolla,Toyota Corolla,51999.0,2016,3,132.0,0,petrol,1.6,1,0,0,1,0,0,toyota,Budget,Toyota,Corolla
mercedes-benz,gla,Mercedes GLA,81900.0,2014,2,156.0,0,petrol,1.6,1,1,1,0,0,0,mercedes,Luxury,Mercedes,GLA
ora,funky cat,Ora / Ora Funky Cat,135000.0,2023,1,171.0,0,electric,,1,0,0,0,0,0,ora,Other,Ora,Funky Cat
alfa romeo,stelvio,Alfa Romeo Stelvio,182000.0,2020,2,200.0,1,petrol,2.0,1,1,1,0,0,0,alfa romeo,Other,Alfa Romeo,Stelvio
mitsubishi,outlander,Mitsubishi Outlander,22000.0,2010,2,170.0,1,petrol,2.4,1,1,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
kia,sportage,Kia Sportage,118000.0,2021,1,177.0,0,petrol,1.6,0,1,1,0,1,1,kia,Budget,Kia,Sportage
volkswagen,touareg,Volkswagen Touareg,49000.0,2011,2,280.0,1,petrol,3.6,1,1,0,0,0,0,volkswagen,Other,Volkswagen,Touareg
suzuki,splash,Suzuki Splash,16000.0,2014,2,95.0,0,petrol,1.2,1,0,0,1,0,0,suzuki,Budget,Suzuki,Splash
chevrolet,traverse,Chevrolet Traverse,69900.0,2015,2,281.0,1,electric,3.6,0,1,1,0,0,0,chevrolet,Budget,Chevrolet,Traverse
hyundai,ioniq,Hyundai Ioniq,96900.0,2021,0,141.0,0,hybrid,1.6,0,1,1,0,1,1,hyundai,Budget,Hyundai,Ioniq
alfa romeo,stelvio,Alfa Romeo Stelvio,182900.0,2022,1,200.0,1,petrol,2.0,0,1,1,0,1,1,alfa romeo,Other,Alfa Romeo,Stelvio
chevrolet,spark,Chevrolet Spark,66560.0,2020,1,98.0,0,electric,1.4,0,1,1,0,0,0,chevrolet,Budget,Chevrolet,Spark
hyundai,unknown,Hyundai and New,78000.0,2021,1,123.0,0,petrol,1.6,1,1,1,0,0,0,hyundai,Budget,Hyundai,Unknown
nissan,x-trail,Nissan X-Trail,84000.0,2020,1,150.0,0,diesel,1.7,0,1,1,1,0,0,nissan,Budget,Nissan,X-Trail
skoda,superb,Skoda Superb (2019 onwards),118000.0,2021,1,150.0,0,petrol,1.5,0,1,1,0,1,1,skoda,Budget,Skoda,Superb
renault,captur,Renault Capture,52000.0,2019,3,90.0,0,diesel,1.5,0,1,1,1,0,0,renault,Budget,Renault,Capture
peugeot,3008,Peugeot 3008,79000.0,2020,1,130.0,0,diesel,1.5,0,0,1,0,0,0,peugeot,Other,Peugeot,3008
porsche,cayenne,Porsche Cayenne,124900.0,2014,5,245.0,1,diesel,3.0,0,1,0,0,0,0,porsche,Luxury,Porsche,Cayenne
seat,ibiza,seat Ibiza,53000.0,2016,1,110.0,0,petrol,1.0,0,1,0,1,0,0,seat,Budget,Seat,Ibiza
mazda,cx-5,Mazda CX-5,65000.0,2016,2,165.0,0,petrol,2.0,1,1,0,1,0,0,mazda,Other,Mazda,CX-5
kia,sportage,Kia Sportage,85900.0,2021,1,136.0,1,diesel,1.6,0,1,1,0,0,0,kia,Budget,Kia,Sportage
mitsubishi,outlander,Mitsubishi Outlander,10000.0,2020,1,150.0,0,petrol,2.0,0,1,1,0,1,1,mitsubishi,Other,Mitsubishi,Outlander
saic,ehs phev,If. G. / MG EHS PHEV,149000.0,2023,1,258.0,0,hybrid,1.5,0,1,0,0,1,1,saic,Other,SAIC,EHS PHEV
infiniti,ex37,Infiniti QX50 / EX37,10000.0,2023,1,268.0,0,petrol,2.0,1,1,1,0,0,0,infiniti,Other,Infiniti,Infiniti EX37
kia,stonic,Kia Stonic,68400.0,2018,1,120.0,0,petrol,1.0,0,1,1,1,0,0,kia,Budget,Kia,Stonic
skoda,superb,Skoda Superb (2019 onwards),212425.0,2022,1,156.0,0,hybrid,1.4,1,1,1,0,0,0,skoda,Budget,Skoda,Superb
toyota,city,Toyota City,138000.0,2022,1,102.0,0,diesel,1.5,1,0,1,1,0,0,toyota,Budget,Toyota,City
hyundai,tucson,Hyundai Tucson,108000.0,2019,1,177.0,0,petrol,1.6,0,1,1,0,1,1,hyundai,Budget,Hyundai,Tucson
alfa romeo,stelvio,Alfa Romeo Stelvio,220000.0,2022,1,200.0,1,petrol,2.0,0,1,1,0,1,1,alfa romeo,Other,Alfa Romeo,Stelvio
kia,sorento,Kia Sorento,79500.0,2015,1,188.0,0,petrol,2.4,1,1,1,0,0,0,kia,Budget,Kia,Sorento
volkswagen,jetta,Volkswagen Jetta,20000.0,2009,2,122.0,0,petrol,1.4,1,0,0,0,0,0,volkswagen,Other,Volkswagen,Jetta
renault,grand scenic,Renault Grand Scenic,39000.0,2016,1,110.0,0,diesel,1.5,1,1,0,1,0,0,renault,Budget,Renault,Grand Scenic
fiat,ducato,Fiat Ducato long,35000.0,2013,1,157.0,0,diesel,3.0,1,0,0,0,0,0,fiat,Budget,Fiat,Ducato
chevrolet,vivant,Chevrolet Vivant,15000.0,2008,2,121.0,0,electric,2.0,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Vivant
hyundai,tucson,Hyundai Tucson,85000.0,2020,3,155.0,0,petrol,2.0,1,1,1,0,0,0,hyundai,Budget,Hyundai,Tucson
suzuki,jimny,Suzuki Jimny,145000.0,2022,1,102.0,1,petrol,1.5,1,1,1,0,0,0,suzuki,Budget,Suzuki,Jimny
skoda,octavia,Skoda Octavia,58000.0,2019,2,115.0,0,petrol,1.0,0,1,1,0,1,1,skoda,Budget,Skoda,Octavia
seat,arona,Seat Arona,72500.0,2019,2,115.0,0,petrol,1.0,0,1,1,0,1,1,seat,Budget,Seat,Arona
audi,q5,Audi Q5,104000.0,2015,3,225.0,1,petrol,2.0,1,1,0,0,0,0,audi,Luxury,Audi,Q5
volkswagen,passat,Volkswagen Passat,30000.0,2008,2,200.0,0,petrol,2.0,0,1,0,0,0,0,volkswagen,Other,Volkswagen,Passat
peugeot,508,Peugeot 508,31800.0,2015,2,156.0,0,petrol,1.6,1,1,0,0,0,0,peugeot,Other,Peugeot,508
peugeot,2008,Peugeot 2008,91800.0,2021,1,130.0,0,petrol,1.2,0,1,1,1,0,0,peugeot,Other,Peugeot,2008
skoda,kodiaq,Skoda Kodiaq,119000.0,2019,1,150.0,0,petrol,1.5,0,1,1,0,1,1,skoda,Budget,Skoda,Kodiaq
renault,captur,Renault Capture,51500.0,2019,1,90.0,0,diesel,1.5,0,1,1,1,0,0,renault,Budget,Renault,Capture
kia,sportage,Kia Sportage,92000.0,2019,1,136.0,0,diesel,1.6,0,1,1,0,0,0,kia,Budget,Kia,Sportage
ford,explorer,Ford Explorer,79900.0,2014,3,290.0,1,petrol,3.5,1,1,0,0,0,0,ford,Other,Ford,Explorer
skoda,kodiaq,Skoda Kodiaq,135860.0,2020,1,150.0,0,petrol,1.5,0,0,0,0,0,0,skoda,Budget,Skoda,Kodiaq
kia,stonic,Kia Stonic,67000.0,2020,3,120.0,0,petrol,1.0,0,1,1,1,0,0,kia,Budget,Kia,Stonic
hyundai,i20,Hyundai i20,119900.0,2024,1,100.0,0,petrol,1.0,0,1,1,0,1,1,hyundai,Budget,Hyundai,i20
hyundai,i10,Hyundai i10,25000.0,2015,1,66.0,0,petrol,1.0,0,0,0,1,0,0,hyundai,Budget,Hyundai,i10
renault,megane grand coupe,Renault Megane Grand Coupe,71900.0,2019,1,116.0,0,diesel,1.5,0,1,0,1,1,1,renault,Budget,Renault,Megane Grand Coupe
subaru,impreza,The new Subaru Impreza,9000.0,2020,4,114.0,0,petrol,1.6,0,1,1,0,0,0,subaru,Other,Subaru,Impreza
hyundai,ioniq,Hyundai Ioniq,99900.0,2021,1,141.0,0,hybrid,1.6,0,1,1,0,1,1,hyundai,Budget,Hyundai,Ioniq
nissan,x-trail,Nissan X-Trail,97306.0,2020,1,160.0,0,petrol,1.3,0,1,1,0,0,0,nissan,Budget,Nissan,X-Trail
mazda,3,Mazda 3,89900.0,2020,1,165.0,0,petrol,2.0,0,1,1,0,1,1,mazda,Other,Mazda,3
opel,mocha,Opal Mocha,112900.0,2022,1,136.0,0,electric,,0,1,1,0,1,1,opel,Other,Opel,Mocha
kia,sportage,Kia Sportage,50000.0,2016,4,132.0,0,petrol,1.6,0,1,1,0,0,0,kia,Budget,Kia,Sportage
skoda,superb,Skoda Superb (until 2019),80000.0,2017,2,150.0,0,petrol,1.4,0,1,1,0,1,1,skoda,Budget,Skoda,Superb
volvo,s60,Volvo S60,19500.0,2013,3,180.0,0,petrol,1.6,1,1,0,0,0,0,volvo,Other,Volvo,S60
kia,sportage,Kia Sportage,90000.0,2020,1,136.0,0,diesel,1.6,0,1,1,0,0,0,kia,Budget,Kia,Sportage
mitsubishi,outlander,Mitsubishi Outlander,111000.0,2019,2,150.0,0,petrol,2.0,0,1,1,0,1,1,mitsubishi,Other,Mitsubishi,Outlander
kia,sorento,Kia Sorento,28000.0,2022,2,265.0,0,hybrid,1.6,0,0,1,0,1,1,kia,Budget,Kia,Sorento
audi,rs q3,Audi RSQ3,110000.0,2016,3,340.0,1,petrol,2.5,1,1,0,0,0,0,audi,Luxury,Audi,RSQ3
audi,q7,Audi Q7,215000.0,2018,1,374.0,1,hybrid,3.0,1,0,0,0,0,0,audi,Luxury,Audi,Q7
bmw,3 series,BMW 3 Series,200000.0,2021,1,292.0,0,hybrid,2.0,0,0,1,1,0,0,bmw,Luxury,BMW,3 Series
toyota,c-hr,Toyota C-HR,101625.0,2017,1,98.0,0,hybrid,1.8,0,1,1,0,1,1,toyota,Budget,Toyota,C-HR
mitsubishi,outlander phev,Mitsubishi Outlander PHEV,117000.0,2020,1,135.0,1,hybrid,2.4,0,0,1,0,1,1,mitsubishi,Other,Mitsubishi,Outlander PHEV
mitsubishi,eclipse cross,Mitsubishi Eclipse Cross,113000.0,2021,1,163.0,0,petrol,1.5,0,1,1,0,1,1,mitsubishi,Other,Mitsubishi,Eclipse Cross
land rover,defender,Land Rover Defender,145000.0,2001,5,138.0,1,diesel,2.5,1,0,0,0,0,0,land rover,Luxury,Land Rover,Defender
toyota,corolla hybrid,Toyota Corolla Hybrid,129600.0,2021,2,98.0,0,hybrid,1.8,0,1,1,0,0,0,toyota,Budget,Toyota,Corolla Hybrid
volkswagen,jetta,Volkswagen Jetta,24000.0,2015,2,105.0,0,petrol,1.2,1,0,0,0,0,0,volkswagen,Other,Volkswagen,Jetta
mitsubishi,pajero,Mitsubishi Pajero short,1000.0,2004,5,160.0,1,diesel,3.2,1,1,0,0,0,0,mitsubishi,Other,Mitsubishi,Pajero
hyundai,bayon,Hyundai Bayon,124550.0,2023,1,120.0,0,petrol,1.0,0,0,1,0,1,1,hyundai,Budget,Hyundai,Bayon
renault,kangoo,The new Renault Kangoo,64481.0,2019,1,95.0,0,diesel,1.5,0,0,1,0,0,0,renault,Budget,Renault,Kangoo
renault,kangoo,The new Renault Kangoo,69716.0,2020,1,95.0,0,diesel,1.5,0,0,1,1,0,0,renault,Budget,Renault,Kangoo
byd,dolphin,BYD DOLPHIN,138900.0,2024,1,204.0,0,electric,,0,0,0,1,1,1,byd,Other,BYD,DOLPHIN
hyundai,ioniq,Hyundai Ioniq,102400.0,2019,1,141.0,0,hybrid,1.6,0,0,1,0,1,1,hyundai,Budget,Hyundai,Ioniq
kia,rio,Kia Rio,20000.0,2013,1,82.0,0,petrol,1.2,1,0,0,1,0,0,kia,Budget,Kia,Rio
tesla,model 3,Tesla Model 3,159000.0,2021,2,325.0,0,electric,,0,0,1,0,1,1,tesla,Luxury,Tesla,Model 3
alfa romeo,giulietta,Alfa Romeo Giulietta,107000.0,2019,2,240.0,0,petrol,1.7,0,1,1,1,0,0,alfa romeo,Other,Alfa Romeo,Giulietta
volkswagen,kravel,Volkswagen Kravel,115000.0,2018,2,150.0,0,diesel,2.0,1,0,1,0,0,0,volkswagen,Other,Volkswagen,Kravel
toyota,camry,Toyota Camry,123000.0,2020,3,208.0,0,hybrid,2.5,0,1,1,0,0,0,toyota,Budget,Toyota,Camry
toyota,auris hybrid,Toyota Auris Hybrid,49900.0,2017,2,99.0,0,hybrid,1.8,0,1,1,0,0,0,toyota,Budget,Toyota,Auris Hybrid
gmc,hummer ev,GMC / GMC HUMMER EV,20000.0,2023,1,1000.0,0,electric,,1,0,0,1,0,0,gmc,Other,GMC,GMC HUMMER EV
skoda,octavia,Skoda Octavia,75000.0,2018,1,150.0,0,petrol,1.4,1,0,0,0,0,0,skoda,Budget,Skoda,Octavia
kia,sportage,Kia Sportage,64000.0,2017,2,132.0,0,petrol,1.6,1,1,1,0,0,0,kia,Budget,Kia,Sportage
renault,megane,Renault Megane 3rd generation (2009-2017),22000.0,2013,2,110.0,0,diesel,1.5,1,1,0,1,0,0,renault,Budget,Renault,Megane
kia,niro hybrid,Kia Niro Hybrid,74800.0,2017,2,141.0,0,hybrid,1.6,0,1,1,0,1,1,kia,Budget,Kia,Niro Hybrid
mazda,3,Mazda 3,52000.0,2015,1,120.0,0,petrol,1.5,1,1,0,1,0,0,mazda,Other,Mazda,3
seat,ibiza,seat Ibiza,47000.0,2017,1,95.0,0,petrol,1.0,1,0,1,1,0,0,seat,Budget,Seat,Ibiza
kia,rio,Kia Rio,26500.0,2014,1,109.0,0,petrol,1.4,1,0,1,0,0,0,kia,Budget,Kia,Rio
toyota,auris hybrid,Toyota Auris Hybrid,49000.0,2017,1,99.0,0,hybrid,1.8,0,1,0,1,0,0,toyota,Budget,Toyota,Auris Hybrid
mercedes-benz,c-class,Mercedes C-Class Coupe / Cabriolet,234000.0,2020,1,258.0,0,petrol,2.0,0,1,0,0,0,0,mercedes,Luxury,Mercedes,C-Class
mercedes-benz,e-class,Mercedes E-Class,110000.0,2016,1,184.0,0,petrol,2.0,1,1,1,0,0,0,mercedes,Luxury,Mercedes,E-Class
citroen,c4,Citroen C4 Speedorer,4000.0,2021,1,130.0,0,petrol,1.2,0,1,1,0,1,1,citroen,Other,Citroen,C4
skoda,octavia,Skoda Octavia,98000.0,2021,1,110.0,0,petrol,1.0,1,0,0,0,0,0,skoda,Budget,Skoda,Octavia
citroen,c4,Citroen C4 Speedorer,52000.0,2020,1,130.0,0,petrol,1.2,0,1,1,0,1,1,citroen,Other,Citroen,C4
hyundai,accent/i25,The new Hyundai Accent/ i25 (2019 onwards),81164.0,2020,1,100.0,0,petrol,1.4,0,0,1,0,0,0,hyundai,Budget,Hyundai,Accent/i25
citroen,c4,Citroen C4 Speedorer,60900.0,2020,1,130.0,0,petrol,1.2,0,1,1,0,1,1,citroen,Other,Citroen,C4
toyota,corolla hybrid,Toyota Corolla Hybrid,94900.0,2020,1,98.0,0,hybrid,1.8,0,1,1,0,0,0,toyota,Budget,Toyota,Corolla Hybrid
byd,atto 3,BYD ATTO 3,171500.0,2024,1,204.0,0,electric,,0,1,0,1,1,1,byd,Other,BYD,ATTO 3
toyota,corolla hybrid,Toyota Corolla Hybrid,99900.0,2020,1,98.0,0,petrol,1.8,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla Hybrid
hyundai,accent/i25,The new Hyundai Accent/ i25 (2019 onwards),59900.0,2020,1,100.0,0,petrol,1.4,1,0,1,0,0,0,hyundai,Budget,Hyundai,Accent/i25
fiat,doblo,Fiat Doblo,65000.0,2019,3,105.0,0,diesel,1.6,1,0,1,1,0,0,fiat,Budget,Fiat,Doblo
hyundai,i20,Hyundai i20,22000.0,2011,3,100.0,0,petrol,1.4,1,0,0,0,0,0,hyundai,Budget,Hyundai,i20
nissan,x-trail,Nissan X-Trail,64500.0,2016,2,130.0,0,diesel,1.6,0,1,1,1,0,0,nissan,Budget,Nissan,X-Trail
citroën,berlingo,Citroen Berlingo 3rd generation (2018 onwards),75000.0,2020,1,75.0,0,diesel,1.5,1,0,1,1,0,0,citroen,Other,Citroen,Berlingo
chevrolet,savanna,Chevrolet Savanna long,90000.0,2018,1,181.0,0,diesel,4.5,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Savanna
nissan,qashqai,Nissan Qashqai,5500.0,2016,1,115.0,0,petrol,1.2,0,1,1,1,0,0,nissan,Budget,Nissan,Qashqai
lexus,es300h,Lexus ES300H,150000.0,2019,2,178.0,0,hybrid,2.5,0,1,1,0,1,1,lexus,Luxury,Lexus,ES300H
